"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"2706000";"Olivença (AL)";"108843,03"
"2706109";"Ouro Branco (AL)";"110449,04"
"2706208";"Palestina (AL)";"45910,58"
"2706307";"Palmeira dos Índios (AL)";"1181478,01"
"2706406";"Pão de Açúcar (AL)";"266596,21"
"2706422";"Pariconha (AL)";"144982,07"
"2706448";"Paripueira (AL)";"236804,08"
"2706505";"Passo de Camaragibe (AL)";"337318,83"
"2706604";"Paulo Jacinto (AL)";"109869,84"
"2706703";"Penedo (AL)";"983851,23"
"2706802";"Piaçabuçu (AL)";"458381,43"
"2706901";"Pilar (AL)";"676106,26"
"2707008";"Pindoba (AL)";"59433,60"
"2707107";"Piranhas (AL)";"344017,53"
"2707206";"Poço das Trincheiras (AL)";"125601,49"
"2707305";"Porto Calvo (AL)";"412849,20"
"2707404";"Porto de Pedras (AL)";"333197,71"
"2707503";"Porto Real do Colégio (AL)";"268866,53"
"2707602";"Quebrangulo (AL)";"189051,27"
"2707701";"Rio Largo (AL)";"1422908,55"
"2707800";"Roteiro (AL)";"204122,21"
"2707909";"Santa Luzia do Norte (AL)";"277384,64"
"2708006";"Santana do Ipanema (AL)";"646281,94"
"2708105";"Santana do Mundaú (AL)";"1408563,03"
"2708204";"São Brás (AL)";"129321,59"
"2708303";"São José da Laje (AL)";"587965,44"
"2708402";"São José da Tapera (AL)";"332788,56"
"2708501";"São Luís do Quitunde (AL)";"943655,56"
"2708600";"São Miguel dos Campos (AL)";"1372933,44"
"2708709";"São Miguel dos Milagres (AL)";"243467,52"
"2708808";"São Sebastião (AL)";"858795,81"
"2708907";"Satuba (AL)";"260967,01"
"2708956";"Senador Rui Palmeira (AL)";"121169,00"
"2709004";"Tanque d'Arca (AL)";"92156,29"
"2709103";"Taquarana (AL)";"510804,42"
"2709152";"Teotônio Vilela (AL)";"1357674,09"
"2709202";"Traipu (AL)";"296950,33"
"2709301";"União dos Palmares (AL)";"1416031,32"
"2709400";"Viçosa (AL)";"594120,93"
"2800100";"Amparo do São Francisco (SE)";"37966,82"
"2800209";"Aquidabã (SE)";"287874,40"
"2800308";"Aracaju (SE)";"18405677,79"
"2800407";"Arauá (SE)";"140121,89"
"2800506";"Areia Branca (SE)";"252263,15"
"2800605";"Barra dos Coqueiros (SE)";"2581591,80"
"2800670";"Boquim (SE)";"333080,03"
"2800704";"Brejo Grande (SE)";"95886,08"
"2801009";"Campo do Brito (SE)";"237677,00"
"2801108";"Canhoba (SE)";"84436,41"
"2801207";"Canindé de São Francisco (SE)";"2895221,78"
"2801306";"Capela (SE)";"385290,50"
"2801405";"Carira (SE)";"379817,76"
"2801504";"Carmópolis (SE)";"422600,83"
"2801603";"Cedro de São João (SE)";"64293,40"
"2801702";"Cristinápolis (SE)";"250777,22"
"2801900";"Cumbe (SE)";"69489,15"
"2802007";"Divina Pastora (SE)";"188619,16"
"2802106";"Estância (SE)";"2126563,42"
"2802205";"Feira Nova (SE)";"114918,38"
"2802304";"Frei Paulo (SE)";"324740,67"
"2802403";"Gararu (SE)";"179510,52"
"2802502";"General Maynard (SE)";"43532,07"
"2802601";"Graccho Cardoso (SE)";"100982,47"
"2802700";"Ilha das Flores (SE)";"101814,80"
"2802809";"Indiaroba (SE)";"229669,73"
"2802908";"Itabaiana (SE)";"2213274,57"
"2803005";"Itabaianinha (SE)";"535796,56"
"2803104";"Itabi (SE)";"81127,36"
"2803203";"Itaporanga d'Ajuda (SE)";"880245,44"
"2803302";"Japaratuba (SE)";"527939,24"
"2803401";"Japoatã (SE)";"210653,59"
"2803500";"Lagarto (SE)";"1798319,17"
"2803609";"Laranjeiras (SE)";"1162006,54"
"2803708";"Macambira (SE)";"89534,57"
"2803807";"Malhada dos Bois (SE)";"52759,62"
"2803906";"Malhador (SE)";"173217,79"
"2804003";"Maruim (SE)";"448413,88"
"2804102";"Moita Bonita (SE)";"206468,24"
"2804201";"Monte Alegre de Sergipe (SE)";"218952,57"
"2804300";"Muribeca (SE)";"96660,40"
"2804409";"Neópolis (SE)";"330965,81"
"2804458";"Nossa Senhora Aparecida (SE)";"109900,47"
"2804508";"Nossa Senhora da Glória (SE)";"790790,16"
"2804607";"Nossa Senhora das Dores (SE)";"415736,18"
"2804706";"Nossa Senhora de Lourdes (SE)";"91164,83"
"2804805";"Nossa Senhora do Socorro (SE)";"3232697,92"
"2804904";"Pacatuba (SE)";"236642,65"
"2805000";"Pedra Mole (SE)";"48011,71"
"2805109";"Pedrinhas (SE)";"98935,68"
"2805208";"Pinhão (SE)";"91574,10"
"2805307";"Pirambu (SE)";"137921,59"
"2805406";"Poço Redondo (SE)";"416245,13"
"2805505";"Poço Verde (SE)";"322301,78"
"2805604";"Porto da Folha (SE)";"366553,46"
"2805703";"Propriá (SE)";"554299,19"
"2805802";"Riachão do Dantas (SE)";"328904,48"
"2805901";"Riachuelo (SE)";"222400,95"
"2806008";"Ribeirópolis (SE)";"339443,05"
"2806107";"Rosário do Catete (SE)";"468956,06"
"2806206";"Salgado (SE)";"217519,17"
"2806305";"Santa Luzia do Itanhy (SE)";"192689,92"
"2806404";"Santana do São Francisco (SE)";"106772,62"
"2806503";"Santa Rosa de Lima (SE)";"55083,54"
"2806602";"Santo Amaro das Brotas (SE)";"167665,27"
"2806701";"São Cristóvão (SE)";"1031740,47"
"2806800";"São Domingos (SE)";"135226,82"
"2806909";"São Francisco (SE)";"56033,56"
"2807006";"São Miguel do Aleixo (SE)";"49842,49"
"2807105";"Simão Dias (SE)";"790408,25"
"2807204";"Siriri (SE)";"176735,57"
"2807303";"Telha (SE)";"44121,43"
"2807402";"Tobias Barreto (SE)";"655791,18"
"2807501";"Tomar do Geru (SE)";"146965,41"
"2807600";"Umbaúba (SE)";"401569,25"
"2900108";"Abaíra (BA)";"70194,90"
"2900207";"Abaré (BA)";"208557,51"
"2900306";"Acajutiba (BA)";"144529,37"
"2900355";"Adustina (BA)";"240689,95"
"2900405";"Água Fria (BA)";"158468,44"
"2900504";"Érico Cardoso (BA)";"78063,33"
"2900603";"Aiquara (BA)";"53718,08"
"2900702";"Alagoinhas (BA)";"4532743,45"
"2900801";"Alcobaça (BA)";"347477,51"
"2900900";"Almadina (BA)";"62875,70"
"2901007";"Amargosa (BA)";"463880,51"
"2901106";"Amélia Rodrigues (BA)";"437583,63"
"2901155";"América Dourada (BA)";"167946,47"
"2901205";"Anagé (BA)";"224876,85"
"2901304";"Andaraí (BA)";"134557,63"
"2901353";"Andorinha (BA)";"223451,59"
"2901403";"Angical (BA)";"190447,66"
"2901502";"Anguera (BA)";"78758,39"
"2901601";"Antas (BA)";"160798,47"
"2901700";"Antônio Cardoso (BA)";"124217,81"
"2901809";"Antônio Gonçalves (BA)";"82701,60"
"2901908";"Aporá (BA)";"148644,22"
"2901957";"Apuarema (BA)";"74300,32"
"2902005";"Aracatu (BA)";"145739,38"
"2902054";"Araçás (BA)";"299164,84"
"2902104";"Araci (BA)";"491398,80"
"2902203";"Aramari (BA)";"103771,26"
"2902252";"Arataca (BA)";"101500,89"
"2902302";"Aratuípe (BA)";"79976,32"
"2902401";"Aurelino Leal (BA)";"137001,48"
"2902500";"Baianópolis (BA)";"263822,50"
"2902609";"Baixa Grande (BA)";"194656,71"
"2902658";"Banzaê (BA)";"113597,39"
"2902708";"Barra (BA)";"430649,22"
"2902807";"Barra da Estiva (BA)";"377673,47"
"2902906";"Barra do Choça (BA)";"573526,15"
"2903003";"Barra do Mendes (BA)";"115910,16"
"2903102";"Barra do Rocha (BA)";"77900,92"
"2903201";"Barreiras (BA)";"7006120,69"
"2903235";"Barro Alto (BA)";"112884,01"
"2903276";"Barrocas (BA)";"346146,34"
"2903300";"Barro Preto (BA)";"79914,27"
"2903409";"Belmonte (BA)";"373714,01"
"2903508";"Belo Campo (BA)";"169601,17"
"2903607";"Biritinga (BA)";"145438,44"
"2903706";"Boa Nova (BA)";"111607,35"
"2903805";"Boa Vista do Tupim (BA)";"155316,78"
"2903904";"Bom Jesus da Lapa (BA)";"1357878,96"
"2903953";"Bom Jesus da Serra (BA)";"69959,29"
"2904001";"Boninal (BA)";"117992,27"
"2904050";"Bonito (BA)";"270741,32"
"2904100";"Boquira (BA)";"189090,87"
"2904209";"Botuporã (BA)";"110038,30"
"2904308";"Brejões (BA)";"144331,25"
"2904407";"Brejolândia (BA)";"126260,96"
"2904506";"Brotas de Macaúbas (BA)";"96548,69"
"2904605";"Brumado (BA)";"1783351,14"
"2904704";"Buerarema (BA)";"208932,60"
"2904753";"Buritirama (BA)";"154989,10"
"2904803";"Caatiba (BA)";"77400,57"
"2904852";"Cabaceiras do Paraguaçu (BA)";"141199,11"
"2904902";"Cachoeira (BA)";"479278,85"
"2905008";"Caculé (BA)";"364286,00"
"2905107";"Caém (BA)";"92294,24"
"2905156";"Caetanos (BA)";"102571,02"
"2905206";"Caetité (BA)";"1098649,67"
"2905305";"Cafarnaum (BA)";"217396,51"
"2905404";"Cairu (BA)";"1505541,61"
"2905503";"Caldeirão Grande (BA)";"101982,21"
"2905602";"Camacan (BA)";"354422,18"
"2905701";"Camaçari (BA)";"33971705,19"
"2905800";"Camamu (BA)";"468403,28"
"2905909";"Campo Alegre de Lourdes (BA)";"295490,71"
"2906006";"Campo Formoso (BA)";"2072637,39"
"2906105";"Canápolis (BA)";"84960,37"
"2906204";"Canarana (BA)";"258821,99"
"2906303";"Canavieiras (BA)";"395601,71"
"2906402";"Candeal (BA)";"67793,30"
"2906501";"Candeias (BA)";"6819267,05"
"2906600";"Candiba (BA)";"140827,94"
"2906709";"Cândido Sales (BA)";"244706,32"
"2906808";"Cansanção (BA)";"352800,89"
"2906824";"Canudos (BA)";"153150,51"
"2906857";"Capela do Alto Alegre (BA)";"129533,99"
"2906873";"Capim Grosso (BA)";"579807,79"
"2906899";"Caraíbas (BA)";"86201,69"
"2906907";"Caravelas (BA)";"357881,73"
"2907004";"Cardeal da Silva (BA)";"117727,07"
"2907103";"Carinhanha (BA)";"288561,54"
"2907202";"Casa Nova (BA)";"875278,18"
"2907301";"Castro Alves (BA)";"317241,32"
"2907400";"Catolândia (BA)";"80900,83"
"2907509";"Catu (BA)";"695390,53"
"2907558";"Caturama (BA)";"78262,22"
"2907608";"Central (BA)";"154524,90"
"2907707";"Chorrochó (BA)";"105494,31"
"2907806";"Cícero Dantas (BA)";"400073,18"
"2907905";"Cipó (BA)";"155393,87"
"2908002";"Coaraci (BA)";"191076,45"
"2908101";"Cocos (BA)";"559870,69"
"2908200";"Conceição da Feira (BA)";"376054,89"
"2908309";"Conceição do Almeida (BA)";"200261,73"
"2908408";"Conceição do Coité (BA)";"884632,55"
"2908507";"Conceição do Jacuípe (BA)";"2761127,89"
"2908606";"Conde (BA)";"288928,88"
"2908705";"Condeúba (BA)";"171066,29"
"2908804";"Contendas do Sincorá (BA)";"50777,93"
"2908903";"Coração de Maria (BA)";"226365,60"
"2909000";"Cordeiros (BA)";"70770,12"
"2909109";"Coribe (BA)";"169096,40"
"2909208";"Coronel João Sá (BA)";"175255,81"
"2909307";"Correntina (BA)";"3280078,79"
"2909406";"Cotegipe (BA)";"171353,17"
"2909505";"Cravolândia (BA)";"45909,34"
"2909604";"Crisópolis (BA)";"206123,83"
"2909703";"Cristópolis (BA)";"157842,63"
"2909802";"Cruz das Almas (BA)";"1042405,62"
"2909901";"Curaçá (BA)";"355221,01"
"2910008";"Dário Meira (BA)";"126141,14"
"2910057";"Dias d'Ávila (BA)";"3050432,34"
"2910107";"Dom Basílio (BA)";"142303,47"
"2910206";"Dom Macedo Costa (BA)";"43212,01"
"2910305";"Elísio Medrado (BA)";"76733,04"
"2910404";"Encruzilhada (BA)";"256185,05"
"2910503";"Entre Rios (BA)";"681649,94"
"2910602";"Esplanada (BA)";"731908,83"
"2910701";"Euclides da Cunha (BA)";"795415,36"
"2910727";"Eunápolis (BA)";"3203015,54"
"2910750";"Fátima (BA)";"280112,31"
"2910776";"Feira da Mata (BA)";"63084,71"
"2910800";"Feira de Santana (BA)";"17282198,09"
"2910859";"Filadélfia (BA)";"139371,00"
"2910909";"Firmino Alves (BA)";"70866,77"
"2911006";"Floresta Azul (BA)";"101546,31"
"2911105";"Formosa do Rio Preto (BA)";"4608376,90"
"2911204";"Gandu (BA)";"461232,65"
"2911253";"Gavião (BA)";"49919,33"
"2911303";"Gentio do Ouro (BA)";"133459,09"
"2911402";"Glória (BA)";"254127,47"
"2911501";"Gongogi (BA)";"76466,58"
"2911600";"Governador Mangabeira (BA)";"221996,84"
"2911659";"Guajeru (BA)";"68685,69"
"2911709";"Guanambi (BA)";"1654710,30"
"2911808";"Guaratinga (BA)";"279481,50"
"2911857";"Heliópolis (BA)";"140664,70"
"2911907";"Iaçu (BA)";"237150,27"
"2912004";"Ibiassucê (BA)";"98955,84"
"2912103";"Ibicaraí (BA)";"206800,78"
"2912202";"Ibicoara (BA)";"443353,63"
"2912301";"Ibicuí (BA)";"196348,58"
"2912400";"Ibipeba (BA)";"177792,77"
"2912509";"Ibipitanga (BA)";"117480,27"
"2912608";"Ibiquera (BA)";"37334,16"
"2912707";"Ibirapitanga (BA)";"285846,48"
"2912806";"Ibirapuã (BA)";"450706,87"
"2912905";"Ibirataia (BA)";"207382,73"
"2913002";"Ibitiara (BA)";"113705,01"
"2913101";"Ibititá (BA)";"155482,04"
"2913200";"Ibotirama (BA)";"415582,79"
"2913309";"Ichu (BA)";"56391,04"
"2913408";"Igaporã (BA)";"198334,55"
"2913457";"Igrapiúna (BA)";"211144,58"
"2913507";"Iguaí (BA)";"246443,14"
"2913606";"Ilhéus (BA)";"5163622,92"
"2913705";"Inhambupe (BA)";"625798,72"
"2913804";"Ipecaetá (BA)";"105153,23"
"2913903";"Ipiaú (BA)";"568816,62"
"2914000";"Ipirá (BA)";"664915,09"
"2914109";"Ipupiara (BA)";"100551,48"
"2914208";"Irajuba (BA)";"77979,05"
"2914307";"Iramaia (BA)";"102697,70"
"2914406";"Iraquara (BA)";"897366,22"
"2914505";"Irará (BA)";"286137,30"
"2914604";"Irecê (BA)";"1532414,33"
"2914653";"Itabela (BA)";"514441,05"
"2914703";"Itaberaba (BA)";"996855,01"
"2914802";"Itabuna (BA)";"4200813,90"
"2914901";"Itacaré (BA)";"426484,10"
"2915007";"Itaeté (BA)";"126762,05"
"2915106";"Itagi (BA)";"128626,46"
"2915205";"Itagibá (BA)";"1103083,65"
"2915304";"Itagimirim (BA)";"127456,99"
"2915353";"Itaguaçu da Bahia (BA)";"152685,47"
"2915403";"Itaju do Colônia (BA)";"89527,73"
"2915502";"Itajuípe (BA)";"255562,68"
"2915601";"Itamaraju (BA)";"1111051,10"
"2915700";"Itamari (BA)";"103381,93"
"2915809";"Itambé (BA)";"294796,17"
"2915908";"Itanagra (BA)";"81911,86"
"2916005";"Itanhém (BA)";"293786,04"
"2916104";"Itaparica (BA)";"246956,80"
"2916203";"Itapé (BA)";"106488,69"
"2916302";"Itapebi (BA)";"335646,35"
"2916401";"Itapetinga (BA)";"1467062,42"
"2916500";"Itapicuru (BA)";"439107,11"
"2916609";"Itapitanga (BA)";"94689,19"
"2916708";"Itaquara (BA)";"100736,55"
"2916807";"Itarantim (BA)";"331171,39"
"2916856";"Itatim (BA)";"430099,88"
"2916906";"Itiruçu (BA)";"120734,04"
"2917003";"Itiúba (BA)";"351713,96"
"2917102";"Itororó (BA)";"251064,37"
"2917201";"Ituaçu (BA)";"256803,36"
"2917300";"Ituberá (BA)";"367658,85"
"2917334";"Iuiu (BA)";"133416,43"
"2917359";"Jaborandi (BA)";"1344197,32"
"2917409";"Jacaraci (BA)";"122924,85"
"2917508";"Jacobina (BA)";"1867866,02"
"2917607";"Jaguaquara (BA)";"678165,20"
"2917706";"Jaguarari (BA)";"1198205,49"
"2917805";"Jaguaripe (BA)";"206756,11"
"2917904";"Jandaíra (BA)";"168215,36"
"2918001";"Jequié (BA)";"3176445,91"
"2918100";"Jeremoabo (BA)";"501338,81"
"2918209";"Jiquiriçá (BA)";"150340,60"
"2918308";"Jitaúna (BA)";"175604,19"
"2918357";"João Dourado (BA)";"297143,40"
"2918407";"Juazeiro (BA)";"5181529,25"
"2918456";"Jucuruçu (BA)";"127679,16"
"2918506";"Jussara (BA)";"113637,64"
"2918555";"Jussari (BA)";"71485,52"
"2918605";"Jussiape (BA)";"68737,24"
"2918704";"Lafaiete Coutinho (BA)";"55267,28"
"2918753";"Lagoa Real (BA)";"119609,39"
"2918803";"Laje (BA)";"292401,96"
"2918902";"Lajedão (BA)";"113007,53"
"2919009";"Lajedinho (BA)";"60885,79"
"2919058";"Lajedo do Tabocal (BA)";"78351,89"
"2919108";"Lamarão (BA)";"65027,74"
"2919157";"Lapão (BA)";"302371,32"
"2919207";"Lauro de Freitas (BA)";"7322777,63"
"2919306";"Lençóis (BA)";"169645,08"
"2919405";"Licínio de Almeida (BA)";"157521,33"
"2919504";"Livramento de Nossa Senhora (BA)";"575719,58"
"2919553";"Luís Eduardo Magalhães (BA)";"8820648,15"
"2919603";"Macajuba (BA)";"90788,65"
"2919702";"Macarani (BA)";"227124,96"
"2919801";"Macaúbas (BA)";"431373,67"
"2919900";"Macururé (BA)";"67535,20"
"2919926";"Madre de Deus (BA)";"515514,38"
"2919959";"Maetinga (BA)";"50121,40"
"2920007";"Maiquinique (BA)";"204930,80"
"2920106";"Mairi (BA)";"158812,58"
"2920205";"Malhada (BA)";"188064,93"
"2920304";"Malhada de Pedras (BA)";"80639,14"
"2920403";"Manoel Vitorino (BA)";"139859,00"
"2920452";"Mansidão (BA)";"93687,54"
"2920502";"Maracás (BA)";"656426,96"
"2920601";"Maragogipe (BA)";"402858,75"
"2920700";"Maraú (BA)";"341379,12"
"2920809";"Marcionílio Souza (BA)";"94412,36"
"2920908";"Mascote (BA)";"161497,37"
"2921005";"Mata de São João (BA)";"1328755,30"
"2921054";"Matina (BA)";"91738,12"
"2921104";"Medeiros Neto (BA)";"514678,99"
"2921203";"Miguel Calmon (BA)";"273161,05"
"2921302";"Milagres (BA)";"144014,67"
"2921401";"Mirangaba (BA)";"141427,48"
"2921450";"Mirante (BA)";"78631,62"
"2921500";"Monte Santo (BA)";"460032,04"
"2921609";"Morpará (BA)";"78667,09"
"2921708";"Morro do Chapéu (BA)";"625933,99"
"2921807";"Mortugaba (BA)";"106817,80"
"2921906";"Mucugê (BA)";"774940,35"
"2922003";"Mucuri (BA)";"2212817,69"
"2922052";"Mulungu do Morro (BA)";"212901,51"
"2922102";"Mundo Novo (BA)";"199232,61"
"2922201";"Muniz Ferreira (BA)";"66810,06"
"2922250";"Muquém do São Francisco (BA)";"210290,42"
"2922300";"Muritiba (BA)";"276777,69"
"2922409";"Mutuípe (BA)";"471382,46"
"2922508";"Nazaré (BA)";"330753,39"
"2922607";"Nilo Peçanha (BA)";"185996,52"
"2922656";"Nordestina (BA)";"160862,71"
"2922706";"Nova Canaã (BA)";"174263,24"
"2922730";"Nova Fátima (BA)";"95198,07"
"2922755";"Nova Ibiá (BA)";"101681,23"
"2922805";"Nova Itarana (BA)";"73286,53"
"2922854";"Nova Redenção (BA)";"75596,79"
"2922904";"Nova Soure (BA)";"271743,21"
"2923001";"Nova Viçosa (BA)";"576012,14"
"2923035";"Novo Horizonte (BA)";"105234,92"
"2923050";"Novo Triunfo (BA)";"103931,53"
"2923100";"Olindina (BA)";"242182,24"
"2923209";"Oliveira dos Brejinhos (BA)";"291927,99"
"2923308";"Ouriçangas (BA)";"80643,73"
"2923357";"Ourolândia (BA)";"280185,33"
"2923407";"Palmas de Monte Alto (BA)";"238176,99"
"2923506";"Palmeiras (BA)";"107785,33"
"2923605";"Paramirim (BA)";"270932,79"
"2923704";"Paratinga (BA)";"260593,06"
"2923803";"Paripiranga (BA)";"454635,40"
"2923902";"Pau Brasil (BA)";"105726,93"
"2924009";"Paulo Afonso (BA)";"3965325,81"
"2924058";"Pé de Serra (BA)";"131455,23"
"2924108";"Pedrão (BA)";"52274,72"
"2924207";"Pedro Alexandre (BA)";"119312,77"
"2924306";"Piatã (BA)";"242782,90"
"2924405";"Pilão Arcado (BA)";"291383,17"
"2924504";"Pindaí (BA)";"296543,40"
"2924603";"Pindobaçu (BA)";"157114,63"
"2924652";"Pintadas (BA)";"109340,34"
"2924678";"Piraí do Norte (BA)";"117015,69"
"2924702";"Piripá (BA)";"79407,80"
"2924801";"Piritiba (BA)";"187903,88"
"2924900";"Planaltino (BA)";"79204,71"
"2925006";"Planalto (BA)";"309885,40"
"2925105";"Poções (BA)";"573505,57"
"2925204";"Pojuca (BA)";"1843464,91"
"2925253";"Ponto Novo (BA)";"142629,87"
"2925303";"Porto Seguro (BA)";"3767887,30"
"2925402";"Potiraguá (BA)";"114972,76"
"2925501";"Prado (BA)";"624631,44"
"2925600";"Presidente Dutra (BA)";"132177,34"
"2925709";"Presidente Jânio Quadros (BA)";"100402,63"
"2925758";"Presidente Tancredo Neves (BA)";"338356,17"
"2925808";"Queimadas (BA)";"257882,02"
"2925907";"Quijingue (BA)";"227798,37"
"2925931";"Quixabeira (BA)";"77082,90"
"2925956";"Rafael Jambeiro (BA)";"396182,19"
"2926004";"Remanso (BA)";"486810,18"
"2926103";"Retirolândia (BA)";"149911,85"
"2926202";"Riachão das Neves (BA)";"1539603,29"
"2926301";"Riachão do Jacuípe (BA)";"410347,11"
"2926400";"Riacho de Santana (BA)";"317672,18"
"2926509";"Ribeira do Amparo (BA)";"192341,92"
"2926608";"Ribeira do Pombal (BA)";"716570,55"
"2926657";"Ribeirão do Largo (BA)";"111017,00"
"2926707";"Rio de Contas (BA)";"155934,06"
"2926806";"Rio do Antônio (BA)";"115695,22"
"2926905";"Rio do Pires (BA)";"100423,41"
"2927002";"Rio Real (BA)";"1031585,00"
"2927101";"Rodelas (BA)";"143552,93"
"2927200";"Ruy Barbosa (BA)";"392810,60"
"2927309";"Salinas da Margarida (BA)";"201392,68"
"2927408";"Salvador (BA)";"62954487,49"
"2927507";"Santa Bárbara (BA)";"180576,49"
"2927606";"Santa Brígida (BA)";"119329,78"
"2927705";"Santa Cruz Cabrália (BA)";"548442,42"
"2927804";"Santa Cruz da Vitória (BA)";"71181,45"
"2927903";"Santa Inês (BA)";"76184,15"
"2928000";"Santaluz (BA)";"522257,69"
"2928059";"Santa Luzia (BA)";"124294,31"
"2928109";"Santa Maria da Vitória (BA)";"600557,29"
"2928208";"Santana (BA)";"344032,93"
"2928307";"Santanópolis (BA)";"68861,31"
"2928406";"Santa Rita de Cássia (BA)";"286078,55"
"2928505";"Santa Terezinha (BA)";"101417,89"
"2928604";"Santo Amaro (BA)";"1137909,23"
"2928703";"Santo Antônio de Jesus (BA)";"2450763,27"
"2928802";"Santo Estêvão (BA)";"914070,55"
"2928901";"São Desidério (BA)";"5845432,47"
"2928950";"São Domingos (BA)";"88481,48"
"2929008";"São Félix (BA)";"172907,08"
"2929057";"São Félix do Coribe (BA)";"238411,07"
"2929107";"São Felipe (BA)";"212343,94"
"2929206";"São Francisco do Conde (BA)";"13086120,69"
"2929255";"São Gabriel (BA)";"152905,39"
"2929305";"São Gonçalo dos Campos (BA)";"1155355,09"
"2929354";"São José da Vitória (BA)";"67085,37"
"2929370";"São José do Jacuípe (BA)";"126708,08"
"2929404";"São Miguel das Matas (BA)";"176536,15"
"2929503";"São Sebastião do Passé (BA)";"850111,25"
"2929602";"Sapeaçu (BA)";"213356,11"
"2929701";"Sátiro Dias (BA)";"257849,58"
"2929750";"Saubara (BA)";"146344,94"
"2929800";"Saúde (BA)";"103098,17"
"2929909";"Seabra (BA)";"625789,37"
"2930006";"Sebastião Laranjeiras (BA)";"107242,51"
"2930105";"Senhor do Bonfim (BA)";"998685,63"
"2930154";"Serra do Ramalho (BA)";"411522,34"
"2930204";"Sento Sé (BA)";"1714785,80"
"2930303";"Serra Dourada (BA)";"200070,65"
"2930402";"Serra Preta (BA)";"138135,47"
"2930501";"Serrinha (BA)";"1086778,27"
"2930600";"Serrolândia (BA)";"118466,25"
"2930709";"Simões Filho (BA)";"6334358,83"
"2930758";"Sítio do Mato (BA)";"119993,10"
"2930766";"Sítio do Quinto (BA)";"103331,41"
"2930774";"Sobradinho (BA)";"843210,07"
"2930808";"Souto Soares (BA)";"135993,92"
"2930907";"Tabocas do Brejo Velho (BA)";"268316,92"
"2931004";"Tanhaçu (BA)";"253394,22"
"2931053";"Tanque Novo (BA)";"182933,89"
